235;2.0;4.0;235;360;230;350
245;2.0;20.0;245;370;240;360
255;2.0;3.9;255;380;250;370
255;4.0;10.0;245;380;240;370
255;10.0;20.0;245;370;240;360
255;20.0;40.0;235;370;230;360
355;2.0;16.0;355;490;350;480
355;16.0;40.0;345;490;340;480
355;40.0;60.0;335;490;330;480
355;80.0;100.0;315;470;310;460
